"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","319","625957","0.0-5.0-2.0-1.0-3.42","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/52.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","42","1","27","0","","2","1","0","27","26","0.5","0.5"
"html-keyboard-response","320","626862","0.0-5.0-2.0-1.0-0.43","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","321","627327","0.0-5.0-2.0-1.0-1.43","5c71b17c891e3200012477a2","","","","","","464","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","43","","","","","1","1","","","","",""
"html-keyboard-response","322","627834","0.0-5.0-2.0-1.0-2.43","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","43","0","2","","","1","1","","3","2","",""
"html-keyboard-response","323","628593","0.0-5.0-2.0-1.0-3.43","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","43","0","2","1","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","324","629499","0.0-5.0-2.0-1.0-0.44","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","325","629954","0.0-5.0-2.0-1.0-1.44","5c71b17c891e3200012477a2","","","","","","454","<img class='card_left' src='images/old/6.jpg'><img class='card_right' src='images/old/5.jpg'><div class=""fixation"">+</div>","s","","exp","cards","44","","","","","0","1","","","","",""
"html-keyboard-response","326","630462","0.0-5.0-2.0-1.0-2.44","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","44","0","1","","","0","1","","0","1","",""
"html-keyboard-response","327","631221","0.0-5.0-2.0-1.0-3.44","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","44","0","1","1","","0","1","0","0","1","0.75","0.65"
"html-keyboard-response","328","632133","0.0-5.0-2.0-1.0-0.45","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","329","632557","0.0-5.0-2.0-1.0-1.45","5c71b17c891e3200012477a2","","","","","","423","<img class='card_left' src='images/old/5.jpg'><img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","k","","exp","cards","45","","","","","0","1","","","","",""
"html-keyboard-response","330","633059","0.0-5.0-2.0-1.0-2.45","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","45","1","1","","","0","1","","1","0","",""
"html-keyboard-response","331","633818","0.0-5.0-2.0-1.0-3.45","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","45","1","1","1","","0","1","0","1","0","0.75","0.65"
"html-keyboard-response","332","634730","0.0-5.0-2.0-1.0-0.46","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","333","635381","0.0-5.0-2.0-1.0-1.46","5c71b17c891e3200012477a2","","","","","","651","<img class='card_left' src='images/catch_trial/15.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/36.jpg'>","s","","exp","cards","46","","","","","2","1","","","","",""
"html-keyboard-response","334","635894","0.0-5.0-2.0-1.0-2.46","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/15.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","46","0","28","","","2","1","","29","28","",""
"html-keyboard-response","335","636649","0.0-5.0-2.0-1.0-3.46","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/15.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","46","0","28","0","","2","1","0","29","28","0.5","0.5"
"html-keyboard-response","336","637558","0.0-5.0-2.0-1.0-0.47","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","337","638095","0.0-5.0-2.0-1.0-1.47","5c71b17c891e3200012477a2","","","","","","535","<img class='card_left' src='images/old/8.jpeg'><img class='card_right' src='images/old/7.jpg'><div class=""fixation"">+</div>","s","","exp","cards","47","","","","","1","1","","","","",""
"html-keyboard-response","338","638598","0.0-5.0-2.0-1.0-2.47","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/8.jpeg'><div class=""fixation"">+</div>","null","","exp","choice","47","0","3","","","1","1","","2","3","",""
"html-keyboard-response","339","639355","0.0-5.0-2.0-1.0-3.47","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/8.jpeg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","47","0","3","1","","1","1","0","2","3","0.75","0.65"
"html-keyboard-response","340","640269","0.0-5.0-2.0-1.0-0.48","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","341","640700","0.0-5.0-2.0-1.0-1.48","5c71b17c891e3200012477a2","","","","","","431","<img class='card_left' src='images/old/6.jpg'><img class='card_right' src='images/old/5.jpg'><div class=""fixation"">+</div>","s","","exp","cards","48","","","","","0","1","","","","",""
"html-keyboard-response","342","641211","0.0-5.0-2.0-1.0-2.48","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","48","0","1","","","0","1","","0","1","",""
"html-keyboard-response","343","641970","0.0-5.0-2.0-1.0-3.48","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","48","0","1","0","","0","1","0","0","1","0.75","0.65"
"html-keyboard-response","344","642882","0.0-5.0-2.0-1.0-0.49","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","345","643504","0.0-5.0-2.0-1.0-1.49","5c71b17c891e3200012477a2","","","","","","620","<img class='card_left' src='images/catch_trial/35.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/38.jpg'>","k","","exp","cards","49","","","","","2","1","","","","",""
"html-keyboard-response","346","644010","0.0-5.0-2.0-1.0-2.49","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/38.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","49","1","31","","","2","1","","31","30","",""
"html-keyboard-response","347","644768","0.0-5.0-2.0-1.0-3.49","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/38.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","49","1","31","1","","2","1","0","31","30","0.5","0.5"
"html-keyboard-response","348","649814","0.0-5.0-2.0-2.0","5c71b17c891e3200012477a2","","","","","","5045","<p><b>Good job!</b></p><p style=""text-align: left""><br> Test block <b>1 out of 4</b> is over. You earned <b> 22</b> coins on cards trials and <b>7</b> coins on shapes trials.<br>You can stretch a little and take a short break while sitting in front of the screen, if needed.</p><p> <br><br><br><b>Press SPACE to continue</b>  </p>"," ","","","","","","","","","","","","","","",""
"survey-likert","349","689920","0.0-5.0-2.0-3.0","5c71b17c891e3200012477a2","","","","","","39102","","{""Q0"":0}","","","","","","","","[0]","","","","","","",""
"html-keyboard-response","350","694031","0.0-5.0-2.0-0.1","5c71b17c891e3200012477a2","","","","","","4109","<p><b><u> Part 2 out of 4</u></b></p><p style=""text-align: left""> You will now start a test block. Below are the four cards that can appear in this round.</p><p style='text-align: left'>Use the LEFT or RIGHT response keys ('S' or 'K', in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) Only the cards (not the response key that was used to select them) are related to winning coins <br> 2) Coin winning chances are specific for each card </p><p><b>Press any key to start</b></p><img class=start src=""images/old/9.jpg"">  <img class=start src=""images/old/10.jpg"">    <img class=start src=""images/old/11.jpg"">    <img class=start src=""images/old/12.jpg"">  "," ","","","","","","","","","","","","","","",""
"html-keyboard-response","351","695948","0.0-5.0-2.0-1.1-0.50","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","352","696500","0.0-5.0-2.0-1.1-1.50","5c71b17c891e3200012477a2","","","","","","551","<img class='card_left' src='images/old/9.jpg'><img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","k","","exp","cards","0","","","","","0","2","","","","",""
"html-keyboard-response","353","697014","0.0-5.0-2.0-1.1-2.50","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","0","1","1","","","0","2","","1","0","",""
"html-keyboard-response","354","697770","0.0-5.0-2.0-1.1-3.50","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","0","1","1","1","","0","2","1","1","0","0.5","0.1"
"html-keyboard-response","355","698686","0.0-5.0-2.0-1.1-0.51","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","356","699284","0.0-5.0-2.0-1.1-1.51","5c71b17c891e3200012477a2","","","","","","598","<img class='card_left' src='images/old/11.jpg'><img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","k","","exp","cards","1","","","","","1","2","","","","",""
"html-keyboard-response","357","699801","0.0-5.0-2.0-1.1-2.51","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","null","","exp","choice","1","1","3","","","1","2","","3","2","",""
"html-keyboard-response","358","700559","0.0-5.0-2.0-1.1-3.51","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","1","1","3","1","","1","2","1","3","2","0.5","0.1"
"html-keyboard-response","359","701473","0.0-5.0-2.0-1.1-0.52","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","360","702257","0.0-5.0-2.0-1.1-1.52","5c71b17c891e3200012477a2","","","","","","783","<img class='card_left' src='images/old/11.jpg'><img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","k","","exp","cards","2","","","","","1","2","","","","",""
"html-keyboard-response","361","702770","0.0-5.0-2.0-1.1-2.52","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","null","","exp","choice","2","1","3","","","1","2","","3","2","",""
"html-keyboard-response","362","703525","0.0-5.0-2.0-1.1-3.52","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","2","1","3","0","","1","2","1","3","2","0.5","0.1"
"html-keyboard-response","363","704440","0.0-5.0-2.0-1.1-0.53","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","364","705037","0.0-5.0-2.0-1.1-1.53","5c71b17c891e3200012477a2","","","","","","596","<img class='card_left' src='images/catch_trial/22.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/2.jpg'>","k","","exp","cards","3","","","","","2","2","","","","",""
"html-keyboard-response","365","705547","0.0-5.0-2.0-1.1-2.53","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/2.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","3","1","33","","","2","2","","33","32","",""
"html-keyboard-response","366","706305","0.0-5.0-2.0-1.1-3.53","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/2.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","3","1","33","1","","2","2","1","33","32","0.5","0.5"
"html-keyboard-response","367","707220","0.0-5.0-2.0-1.1-0.54","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","368","707892","0.0-5.0-2.0-1.1-1.54","5c71b17c891e3200012477a2","","","","","","671","<img class='card_left' src='images/old/10.jpg'><img class='card_right' src='images/old/9.jpg'><div class=""fixation"">+</div>","s","","exp","cards","4","","","","","0","2","","","","",""
"html-keyboard-response","369","708396","0.0-5.0-2.0-1.1-2.54","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","4","0","1","","","0","2","","0","1","",""
"html-keyboard-response","370","709152","0.0-5.0-2.0-1.1-3.54","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/10.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","4","0","1","0","","0","2","1","0","1","0.5","0.1"
"html-keyboard-response","371","710063","0.0-5.0-2.0-1.1-0.55","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","372","710430","0.0-5.0-2.0-1.1-1.55","5c71b17c891e3200012477a2","","","","","","366","<img class='card_left' src='images/old/10.jpg'><img class='card_right' src='images/old/9.jpg'><div class=""fixation"">+</div>","s","","exp","cards","5","","","","","0","2","","","","",""
"html-keyboard-response","373","710932","0.0-5.0-2.0-1.1-2.55","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","5","0","1","","","0","2","","0","1","",""
